,999
V,-73.11984145757654
Na_c,129.9949981361799
Na_i,7.479409519445805
m,0.0036727885445854
h1,0.8571519864449881
h2,0.8512811203864924
Ca_d,6.313281665125285e-05
d_L,1.5810127324338443e-05
f_L1,0.9984035070222588
f_L2,0.9983727914159128
K_c,5.598953775378371
K_i,130.5739227620718
r,0.0011835236635809
s,0.9445549252859315
a_ur,0.0004079871518204
i_ur,0.9754623432830845
n,0.0045742058949983
pa,6.235850400898764e-05
Ca_c,1.8023856834974408
Ca_i,5.147012380226228e-05
O_C,0.0211711673932297
O_TC,0.0101908463544452
O_TMgC,0.1578499011049261
O_TMgMg,0.7431574970511886
O,1.376546684442654
Ca_rel,0.5196991033294526
Ca_up,0.5253707788101638
O_Calse,0.3840879471233423
F1,0.4749917075180981
F2,0.0012834620097069
fluo_d,0.0007854773093449
fluo_i,0.0006492801546955
Cai_mean,5.169880405420326e-05
fluo_mean,0.0006519506871396
